"path","class","raw_apostrophe_char","function_quote","autoload","dump_or_loaddefs","native_or_module","requires"
"net/net-utils.el","D","0","1","1","0","0","cl-lib;subr-x"
"net/network-stream.el","D","0","1","1","0","0","auth-source;epa;nsm;puny;starttls;tls"
"net/newst-backend.el","D","0","1","1","0","0","iso8601;url-parse;xml"
"net/newst-plainview.el","D","0","1","1","0","0","newst-reader;newst-ticker;xml"
"net/newst-reader.el","D","0","1","1","0","0","htmlr;newst-backend;w3m"
"net/newst-ticker.el","D","0","1","1","0","0","newst-backend"
"net/newst-treeview.el","D","0","1","1","0","0","cl-lib;newst-reader;tree-widget;wid-edit;widget"
"net/newsticker.el","A","0","0","0","0","0","newst-backend;newst-plainview;newst-reader;newst-ticker;newst-treeview"
"net/nsm.el","C","0","1","0","0","0","cl-lib;map;rmc;seq;subr-x"
"net/ntlm.el","C","0","1","0","0","0","hmac-md5;md4"
"net/pop3.el","D","0","0","1","0","0","cl-lib;mail-utils"
"net/puny.el","C","0","1","0","0","0","cl-lib;seq"
"net/rcirc.el","D","1","1","1","0","0","auth-source;browse-url;cl-lib;parse-time;ring;rx;subr-x;time-date"
"net/rfc2104.el","A","0","0","0","0","0","cl-lib"
"net/sasl-cram.el","A","0","0","0","0","0","hmac-md5;sasl"
"net/sasl-digest.el","A","0","0","0","0","0","hmac-md5;sasl"
"net/sasl-ntlm.el","A","0","0","0","0","0","ntlm;sasl"
"net/sasl-scram-rfc.el","C","0","1","0","0","0","cl-lib;hex-util;rfc2104;sasl"
"net/sasl-scram-sha256.el","A","0","0","0","0","0","cl-lib;hex-util;rfc2104;sasl;sasl-scram-rfc"
"net/sasl.el","C","0","1","0","0","0","mechanism"
"net/secrets.el","D","0","1","1","0","0","cl-lib;dbus;secrets"
"net/shr-color.el","C","0","1","0","0","0","cl-lib;color"
"net/shr.el","D","0","1","1","0","0","browse-url;cl-lib;dom;image;pixel-fill;puny;seq;subr-x;svg;text-property-search;url;url-cookie;url-file;xwidget"
"net/sieve-manage.el","D","0","1","1","0","0","cl-lib;password;password-cache;sasl"
"net/sieve-mode.el","D","0","1","1","0","0",""
"net/sieve.el","D","0","1","1","0","0","sieve-manage;sieve-mode"
"net/snmp-mode.el","D","0","1","1","0","0","imenu;tempo"
"net/soap-client.el","C","0","1","0","0","0","cl-lib;mm-decode;rng-dt;rng-xsd;url;url-http;url-util;url-vars;warnings;xml;xsd-regexp"
"net/soap-inspect.el","C","0","1","0","0","0","cl-lib;soap-client"
"net/socks.el","C","0","1","0","0","0","cl-lib;wid-edit"
"net/telnet.el","D","0","1","1","0","0","comint;shell"
"net/tramp-adb.el","C","1","1","0","0","0","tramp"
"net/tramp-androidsu.el","C","0","1","0","0","0","tramp;tramp-adb;tramp-sh"
"net/tramp-archive.el","D","0","1","1","0","0","cl-lib;tramp-gvfs"
"net/tramp-cache.el","C","0","1","0","0","0","time-stamp;tramp-compat"
"net/tramp-cmds.el","D","0","1","1","0","0","tramp"
"net/tramp-compat.el","D","0","1","1","0","0","ansi-color;auth-source;format-spec;parse-time;shell;tramp-loaddefs;xdg"
"net/tramp-container.el","C","0","1","0","0","0","tramp"
"net/tramp-crypt.el","D","0","1","1","0","0","cl-lib;text-property-search;tramp"
"net/tramp-ftp.el","C","0","1","0","0","0","ange-ftp;tramp"
"net/tramp-fuse.el","C","0","1","0","0","0","tramp"
"net/tramp-gvfs.el","D","0","1","1","0","0","cl-lib;dbus;tramp;url-parse;url-util"
"net/tramp-integration.el","C","0","1","0","0","0","cl-lib;tramp-compat"
"net/tramp-loaddefs.el","E","0","1","1","1","1","cl-lib"
"net/tramp-message.el","C","0","1","0","0","0","help-mode;tramp-compat"
"net/tramp-rclone.el","C","0","1","0","0","0","tramp;tramp-fuse"
"net/tramp-sh.el","D","1","1","1","0","0","cl-lib;tramp;vc-bzr;vc-git;vc-hg"
"net/tramp-smb.el","C","0","1","0","0","0","cl-lib;tramp"
"net/tramp-sshfs.el","C","0","1","0","0","0","tramp;tramp-fuse"
"net/tramp-sudoedit.el","C","0","1","0","0","0","tramp"
"net/tramp-uu.el","A","0","0","0","0","0",""
"net/tramp.el","D","0","1","1","0","0","cl-lib;ls-lisp;tramp-compat;tramp-integration;tramp-message;trampver"
"net/trampver.el","A","0","0","0","0","0",""
"net/webjump.el","D","0","1","1","0","0","browse-url"
"net/zeroconf.el","C","0","1","0","0","0","cl-lib;dbus;zeroconf"
"newcomment.el","D","0","1","1","0","0","subr-x"
"notifications.el","A","0","0","0","0","0","dbus;notifications"
"novice.el","D","0","0","1","0","0",""
"nxml/nxml-enc.el","A","0","0","0","0","0",""
"nxml/nxml-maint.el","A","0","0","0","0","0",""
"nxml/nxml-mode.el","D","0","1","1","0","0","cl-lib;nxml-enc;nxml-outln;nxml-rap;nxml-util;rng-nxml;sgml-mode;xmltok"
"nxml/nxml-ns.el","A","0","0","0","0","0","nxml-util"
"nxml/nxml-outln.el","C","0","1","0","0","0","nxml-rap;nxml-util;xmltok"
"nxml/nxml-parse.el","C","0","1","0","0","0","nxml-enc;nxml-ns;nxml-util;xmltok"
"nxml/nxml-rap.el","A","0","0","0","0","0","nxml-util;sgml-mode;xmltok"
"nxml/nxml-util.el","C","0","1","0","0","0",""
"nxml/rng-cmpct.el","D","0","1","1","0","0","nxml-util;rng-pttrn;rng-uri;rng-util"
"nxml/rng-dt.el","C","0","1","0","0","0","rng-util"
"nxml/rng-loc.el","C","0","1","0","0","0","nxml-parse;nxml-util;rng-parse;rng-uri;rng-util;xmltok"
"nxml/rng-maint.el","A","0","0","0","0","0","nxml-mode;texnfo-upd;xmltok"
"nxml/rng-match.el","C","0","1","0","0","0","cl-lib;rng-dt;rng-pttrn;rng-util"
"nxml/rng-nxml.el","D","0","1","1","0","0","nxml-mode;nxml-ns;nxml-util;rng-loc;rng-match;rng-util;rng-valid;sgml-mode;xmltok"
"nxml/rng-parse.el","A","0","0","0","0","0","nxml-parse;rng-dt;rng-match"
"nxml/rng-pttrn.el","A","0","0","0","0","0",""
"nxml/rng-uri.el","C","1","1","0","0","0",""
"nxml/rng-util.el","C","0","1","0","0","0","cl-lib"
"nxml/rng-valid.el","D","0","1","1","0","0","nxml-enc;nxml-ns;nxml-util;rng-loc;rng-match;rng-util;xmltok"
"nxml/rng-xsd.el","D","0","1","1","0","0","rng-dt;rng-util;xsd-regexp"
"nxml/xmltok.el","D","0","1","1","0","0",""
"nxml/xsd-regexp.el","A","0","0","0","0","0",""
"obarray.el","A","0","0","0","0","0",""
"obsolete/autoarg.el","D","0","0","1","0","0",""
"obsolete/autoload.el","D","0","1","1","1","0","cl-lib;lisp-mnt;lisp-mode;loaddefs-gen"
"obsolete/bruce.el","D","0","0","1","0","0","cookie1"
"obsolete/cc-compat.el","D","0","0","1","0","0","cc-compat"
"obsolete/cl-compat.el","C","0","1","0","0","0","cl-compat;cl-lib"
"obsolete/cl.el","C","0","1","0","0","0","cl-lib;cl-macs;gv;macroexp"
"obsolete/crisp.el","D","0","1","1","0","0","crisp;scroll-all"
"obsolete/eieio-compat.el","D","0","1","1","0","0","cl-generic;eieio-core"
"obsolete/eudcb-ph.el","C","0","1","0","0","0","eudc"
"obsolete/gs.el","D","0","1","1","0","0",""
"obsolete/gulp.el","A","0","0","0","0","0",""
"obsolete/html2text.el","D","0","0","1","0","0",""
"obsolete/info-edit.el","C","0","1","0","0","0","info"
"obsolete/inversion.el","D","0","0","1","0","0","inversion;package;spiffy"
"obsolete/iswitchb.el","D","0","1","1","0","0","font-lock"
"obsolete/landmark.el","D","0","1","1","0","0","cl-lib"
"obsolete/linum.el","D","0","1","1","0","0",""
"obsolete/longlines.el","D","0","1","1","0","0",""
"obsolete/makesum.el","D","0","0","1","0","0",""
"obsolete/mantemp.el","A","0","0","0","0","0",""
"obsolete/meese.el","A","0","0","0","0","0",""
"obsolete/messcompat.el","A","0","0","0","0","0","messcompat;sendmail"
"obsolete/metamail.el","D","0","0","1","0","0",""
"obsolete/mh-compat.el","D","1","1","0","1","0","mailabbrev;mh-acros"
"obsolete/netrc.el","D","0","0","1","0","0",""
"obsolete/nnir.el","D","0","1","1","0","0","cl-lib;gnus"
"obsolete/otodo-mode.el","D","0","1","1","0","0","time-stamp"
"obsolete/pgg-def.el","A","0","0","0","0","0",""
"obsolete/pgg-gpg.el","D","0","1","1","0","0","cl-lib;pgg"
"obsolete/pgg-parse.el","C","0","1","0","0","0","cl-lib"
"obsolete/pgg-pgp.el","C","0","1","0","0","0","cl-lib;pgg"
"obsolete/pgg-pgp5.el","C","0","1","0","0","0","cl-lib;pgg"
"obsolete/pgg.el","D","0","1","1","0","0","cl-lib;pgg-def;pgg-parse;url"
"obsolete/ps-def.el","C","0","1","0","0","0",""
"obsolete/quickurl.el","D","0","1","1","0","0","browse-url;cl-lib;pp;quickurl;thingatpt"
"obsolete/rcompile.el","D","0","1","1","0","0","ange-ftp;compile"
"obsolete/rfc2368.el","B","1","0","0","0","0",""
"obsolete/rlogin.el","D","0","1","1","0","0","comint;shell"
"obsolete/sb-image.el","A","0","0","0","0","0","ezimage"
"obsolete/starttls.el","D","0","1","1","0","0",""
"obsolete/sup-mouse.el","A","0","0","0","0","0",""
"obsolete/terminal.el","D","1","1","1","0","0","ehelp;shell"
"obsolete/thumbs.el","D","0","1","1","0","0","cl-lib;dired"
"obsolete/tls.el","A","0","0","0","0","0","gnutls"
"obsolete/tpu-edt.el","D","0","1","1","0","0","picture"
"obsolete/tpu-extras.el","D","0","1","1","0","0","tpu-edt"
"obsolete/tpu-mapper.el","D","0","0","1","0","0","tpu-edt"
"obsolete/uce.el","D","0","0","1","0","0","rmail;sendmail"
"obsolete/url-about.el","C","0","1","0","0","0","url-parse;url-util"
"obsolete/url-dired.el","D","0","1","1","0","0",""
"obsolete/url-ns.el","D","0","1","1","0","0","url-gw"
"obsolete/vc-arch.el","D","0","1","1","0","0","vc"
"obsolete/vc-mtn.el","D","0","1","1","0","0","add-log;vc"
"obsolete/vi.el","D","1","1","1","0","0",""
"obsolete/vip.el","D","1","1","1","0","0",""
"obsolete/vt-control.el","A","0","0","0","0","0",""
"obsolete/vt100-led.el","A","0","0","0","0","0",""
"obsolete/ws-mode.el","D","0","1","1","0","0",""
"obsolete/yow.el","D","0","0","1","0","0","cookie1"
"org/ob-C.el","C","0","1","0","0","0","cc-mode;ob;org-macs"
"org/ob-R.el","A","0","0","0","0","0","cl-lib;ob;org-macs"
"org/ob-awk.el","C","0","1","0","0","0","ob;org-compat;org-macs"
"org/ob-calc.el","C","0","1","0","0","0","calc;calc-store;calc-trail;ob;org-macs"
"org/ob-clojure.el","C","0","1","0","0","0","ob;org-macs"
"org/ob-comint.el","C","0","1","0","0","0","comint;ob-core;org-compat;org-macs"
"org/ob-core.el","D","1","1","1","0","0","cl-lib;ob-comint;ob-eval;org-compat;org-cycle;org-fold;org-macs"
"org/ob-css.el","A","0","0","0","0","0","ob;org-macs"
"org/ob-ditaa.el","A","0","0","0","0","0","ob;org-compat;org-macs"
"org/ob-dot.el","A","0","0","0","0","0","ob;org-macs"
"org/ob-emacs-lisp.el","A","0","0","0","0","0","ob-core;org-macs"
"org/ob-eshell.el","C","0","1","0","0","0","eshell;ob;org-macs"
"org/ob-eval.el","A","0","0","0","0","0","org-macs;subr-x"
"org/ob-exp.el","C","0","1","0","0","0","ob-core;org-macs"
"org/ob-forth.el","C","0","1","0","0","0","ob;org-macs"
"org/ob-fortran.el","C","0","1","0","0","0","cc-mode;cl-lib;ob;org-macs"
"org/ob-gnuplot.el","C","0","1","0","0","0","ob;org-macs;ox-ascii;ox-org"
"org/ob-groovy.el","A","0","0","0","0","0","ob;org-macs"
"org/ob-haskell.el","C","0","1","0","0","0","comint;ob;org-macs;ox-latex"
"org/ob-java.el","C","0","1","0","0","0","ob;org-macs"
"org/ob-js.el","C","0","1","0","0","0","ob;org-macs"
"org/ob-julia.el","C","0","1","0","0","0","cl-lib;ob;org-macs"
"org/ob-latex.el","C","0","1","0","0","0","ob;org-macs;ox-latex"
"org/ob-lilypond.el","C","0","1","0","0","0","ob;org-macs"
"org/ob-lisp.el","C","0","1","0","0","0","ob;org-macs"
"org/ob-lob.el","D","0","1","1","0","0","cl-lib;ob-core;ob-table;org-macs"
"org/ob-lua.el","C","0","1","0","0","0","cl-lib;ob;org-babel-lua-mode;org-macs"
"org/ob-makefile.el","A","0","0","0","0","0","ob;org-macs"
"org/ob-matlab.el","A","0","0","0","0","0","ob;ob-octave;org-macs"
"org/ob-maxima.el","C","0","1","0","0","0","ob;org-macs"
"org/ob-ocaml.el","C","0","1","0","0","0","comint;ob;org-macs"
"org/ob-octave.el","C","0","1","0","0","0","ob;octave;octave-inf;org-macs"
"org/ob-org.el","A","0","0","0","0","0","ob;org-macs"
"org/ob-perl.el","C","0","1","0","0","0","ob;org-macs"
"org/ob-plantuml.el","C","0","1","0","0","0","ob;org-macs"
"org/ob-processing.el","C","0","1","0","0","0","ob;org-macs;sha1"
"org/ob-python.el","C","0","1","0","0","0","ob;org-macs;python"
"org/ob-ref.el","C","0","1","0","0","0","cl-lib;ob-core;org-macs"
"org/ob-ruby.el","C","0","1","0","0","0","ob;org-macs"
"org/ob-sass.el","A","0","0","0","0","0","ob;org-macs"
"org/ob-scheme.el","C","0","1","0","0","0","geiser;geiser-impl;ob;org-macs"
"org/ob-screen.el","A","0","0","0","0","0","ob;org-macs"
"org/ob-sed.el","C","0","1","0","0","0","ob;org-macs"
"org/ob-shell.el","C","0","1","0","0","0","cl-lib;ob;org-macs;shell"
"org/ob-sql.el","C","0","1","0","0","0","ob;org-macs"
"org/ob-sqlite.el","C","0","1","0","0","0","ob;ob-sql;org-macs"
"org/ob-table.el","C","0","1","0","0","0","ob-core;org-macs"
"org/ob-tangle.el","D","0","1","1","0","0","cl-lib;ol;org-macs;org-src"
"org/ob.el","A","0","0","0","0","0","ob-comint;ob-core;ob-eval;ob-exp;ob-lob;ob-ref;ob-table;ob-tangle;org-compat;org-keys;org-macs"
"org/oc-basic.el","C","0","1","0","0","0","bibtex;json;map;oc;org-macs;seq"
"org/oc-biblatex.el","C","0","1","0","0","0","map;oc;org-macs"
"org/oc-bibtex.el","C","0","1","0","0","0","oc;org-macs"
"org/oc-csl.el","C","0","1","0","0","0","bibtex;citeproc;cl-lib;json;map;oc;org-macs"
"org/oc-natbib.el","C","0","1","0","0","0","oc;org-macs"
"org/oc.el","D","0","1","1","0","0","org-compat;org-macs;seq"
"org/ol-bbdb.el","D","0","1","1","0","0","cl-lib;diary-lib;ol;org-compat;org-macs"
"org/ol-bibtex.el","C","0","1","0","0","0","bibtex;cl-lib;ol;org-compat;org-macs"
"org/ol-docview.el","C","0","1","0","0","0","doc-view;ol;org-macs"
"org/ol-doi.el","C","0","1","0","0","0","ol;org-macs"
"org/ol-eshell.el","C","0","1","0","0","0","esh-mode;eshell;ol;org-macs"
"org/ol-eww.el","C","0","1","0","0","0","cl-lib;eww;ol;org-macs"
"org/ol-gnus.el","C","0","1","0","0","0","gnus;gnus-sum;gnus-util;nnheader;nnir;nnselect;ol;org-macs"
"org/ol-info.el","C","0","1","0","0","0","info;ol;org-macs"
"org/ol-irc.el","D","0","1","1","0","0","erc;erc-log;ol;org-macs"
"org/ol-man.el","C","0","1","0","0","0","man;ol;org-macs"
"org/ol-mhe.el","C","0","1","0","0","0","mh-e;mh-search;mh-utils;ol;org-macs"
"org/ol-rmail.el","C","0","1","0","0","0","ol;org-macs;rmail"
"org/ol-w3m.el","C","0","1","0","0","0","ol;org-macs"
"org/ol.el","D","0","1","1","0","0","org-compat;org-fold;org-macs"
"org/org-agenda.el","D","1","1","1","0","0","cal-iso;cl-lib;diary-lib;face-remap;ol;org;org-archive;org-datetree;org-element;org-fold-core;org-macs;org-mobile;org-refile;ox-icalendar;ps-print;solar"
"org/org-archive.el","D","0","1","1","0","0","cl-lib;org;org-datetree;org-macs"
"org/org-attach-git.el","A","0","0","0","0","0","org-attach;org-macs;vc-git"
"org/org-attach.el","D","0","1","1","0","0","cl-lib;dired-aux;ol;org;org-id;org-macs"
"org/org-capture.el","D","0","1","1","0","0","cl-lib;org;org-datetree;org-macs;org-refile;org-remember;org-table"
"org/org-clock.el","D","0","1","1","0","0","cal-iso;cl-lib;dbus;notifications;org;org-macs"
"org/org-colview.el","D","0","1","1","0","0","cl-lib;face-remap;org;org-macs"
"org/org-compat.el","D","0","1","1","0","0","cl-lib;org-agenda;org-fixup;org-macs;org-version;seq;subr-x;table"
"org/org-crypt.el","D","0","0","1","0","0","epg;org-compat;org-macs"
"org/org-ctags.el","C","0","1","0","0","0","cl-lib;org;org-macs"
"org/org-cycle.el","D","0","1","1","0","0","org-fold;org-macs"
"org/org-datetree.el","D","0","0","1","0","0","cal-iso;org;org-macs"
"org/org-duration.el","D","0","1","1","0","0","cl-lib;org-macs"
"org/org-element-ast.el","C","0","1","0","0","0","inline;org-macs;subr-x"
"org/org-element.el","D","1","1","1","0","0","avl-tree;cl-lib;ol;org;org-compat;org-element-ast;org-entities;org-fold-core;org-footnote;org-list;org-macs;org-persist;org-table;ring"
"org/org-entities.el","C","0","1","0","0","0","org-macs;seq"
"org/org-faces.el","C","0","1","0","0","0","org-macs"
"org/org-feed.el","D","0","0","1","0","0","org;org-capture;org-macs;sha1;xml"
"org/org-fold-core.el","C","0","1","0","0","0","org-compat;org-macs"
"org/org-fold.el","C","0","1","0","0","0","org-fold-core;org-macs"
"org/org-footnote.el","D","0","1","1","0","0","cl-lib;org-compat;org-macs"
"org/org-goto.el","D","0","1","1","0","0","org;org-macs;org-refile"
"org/org-habit.el","C","0","1","0","0","0","cl-lib;org;org-agenda;org-macs"
"org/org-id.el","D","0","1","1","0","0","message;ol;org;org-element-ast;org-macs;org-refile"
"org/org-indent.el","D","0","1","1","0","0","cl-lib;org;org-compat;org-macs"
"org/org-inlinetask.el","A","0","0","0","0","0","org;org-macs"
"org/org-keys.el","D","1","1","1","0","0","cl-lib;oc;org-macs"
"org/org-lint.el","D","0","1","1","0","0","cl-lib;ob;oc;ol;org-attach;org-fold;org-macro;org-macs;ox;ox-beamer;seq"
"org/org-list.el","D","0","1","1","0","0","cl-lib;org-compat;org-fold-core;org-footnote;org-macs;ox;ox-html;ox-latex;ox-org;ox-texinfo"
"org/org-loaddefs.el","E","0","1","1","1","1",""
"org/org-macro.el","C","0","1","0","0","0","cl-lib;org-compat;org-element;org-macs;vc"
"org/org-macs.el","D","0","1","1","0","0",",symbol;cl-lib;ffap;format-spec;org-element-ast"
"org/org-mobile.el","D","0","1","1","0","0","cl-lib;ol;org;org-agenda;org-archive;org-macs"
"org/org-mouse.el","C","1","1","0","0","0","cl-lib;org;org-macs;org-mouse"
"org/org-num.el","D","0","1","1","0","0","cl-lib;org;org-macs"
"org/org-pcomplete.el","C","0","1","0","0","0","org-compat;org-element;org-entities;org-macs;ox;pcomplete"
"org/org-persist.el","C","0","1","0","0","0","org-compat;org-id;org-macs;xdg"
"org/org-plot.el","D","0","1","1","0","0","cl-lib;org;org-macs;org-table"
"org/org-protocol.el","C","1","1","0","0","0","ol;org;org-macs;org-protocol;ox-publish"
"org/org-refile.el","D","0","1","1","0","0","org;org-macs"
"org/org-src.el","C","0","1","0","0","0","cl-lib;ob-comint;org-compat;org-keys;org-macs;sh-script"
"org/org-table.el","D","1","1","1","0","0","cl-lib;org-compat;org-fold-core;org-keys;org-macs;org-table;ox;ox-ascii;ox-html;ox-latex;ox-org;ox-texinfo;table"
"org/org-tempo.el","C","0","1","0","0","0","cl-lib;org;org-macs;tempo"
"org/org-timer.el","D","0","1","1","0","0","cl-lib;org-clock;org-macs"
"org/org-version.el","D","0","0","1","0","0",""
"org/org.el","D","0","1","1","1","0","cal-iso;calendar;cdlatex;cl-lib;diary-lib;easymenu;ext;find-func;format-spec;gnus-sum;holidays;loadhist;mailcap;ob;oc;ol;org-agenda;org-attach;org-clock;org-compat;org-cycle;org-element;org-entities;org-faces;org-fold;org-footnote;org-indent;org-keys;org-list;org-macro;org-macs;org-num;org-pcomplete;org-src;org-table;outline;ox;parse-time;reporter;thingatpt;time-date"
"org/ox-ascii.el","D","0","1","1","0","0","cl-lib;org-macs;ox;ox-publish"
"org/ox-beamer.el","D","0","1","1","0","0","cl-lib;org-macs;ox-latex"
"org/ox-html.el","D","1","1","1","0","0","cl-lib;format-spec;htmlize;org-macs;ox;ox-publish;table"
"org/ox-icalendar.el","D","0","1","1","0","0","cl-lib;icalendar;ol-bbdb;org-agenda;org-macs;ox-ascii"
"org/ox-koma-letter.el","D","0","1","1","0","0","cl-lib;org-macs;ox-latex"
"org/ox-latex.el","D","0","1","1","0","0","\\=;cl-lib;engrave-faces-latex;org-macs;ox;ox-publish;table"
"org/ox-man.el","C","0","1","0","0","0","cl-lib;org-macs;ox"
"org/ox-md.el","D","0","1","1","0","0","cl-lib;org-macs;ox-html;ox-publish"
"org/ox-odt.el","D","0","1","1","0","0","arc-mode;browse-url;cl-lib;format-spec;htmlfontify;nxml-mode;org-compat;org-macs;ox;rng-loc;table"
"org/ox-org.el","D","0","1","1","0","0","org-macs;ox;ox-html"
"org/ox-publish.el","D","0","1","1","0","0","cl-lib;format-spec;org-macs;ox"
"org/ox-texinfo.el","D","0","1","1","0","0","cl-lib;org-element-ast;org-macs;ox;subr-x"
"org/ox.el","D","0","1","1","0","0","cl-lib;ob-exp;oc;ol;org-attach;org-element;org-macro;org-macs;org-table;ox;subr-x;tabulated-list"
"outline.el","D","0","1","1","0","0","cl-lib;icons;so-long;subr-x"
"paren.el","D","0","1","1","0","0",""
"password-cache.el","D","0","1","1","0","0",""
"pcmpl-cvs.el","D","0","1","1","0","0","pcomplete"
"pcmpl-git.el","D","0","1","1","0","0","pcomplete;vc-git"
"pcmpl-gnu.el","D","0","1","1","0","0","pcmpl-unix;pcomplete"
"pcmpl-linux.el","D","0","1","1","0","0","pcomplete;rx"
"pcmpl-rpm.el","D","0","1","1","0","0","pcomplete"
"pcmpl-unix.el","D","0","1","1","0","0","pcomplete"
"pcmpl-x.el","D","0","0","1","0","0","cl-lib;pcomplete"
"pcomplete.el","D","0","1","1","0","0","cl-lib;comint;rx"
"pgtk-dnd.el","C","0","1","0","0","0","dnd"
"pixel-scroll.el","D","0","1","1","0","0","cua-base;mwheel;ring;subr-x"
"play/5x5.el","D","0","1","1","0","0","calc-ext;cl-lib"
"play/animate.el","D","0","0","1","0","0",""
"play/blackbox.el","D","0","1","1","0","0",""
"play/bubbles.el","D","0","1","1","0","0","gamegrid"
"play/cookie1.el","D","0","0","1","0","0",""
"play/decipher.el","D","0","1","1","0","0","cl-lib"
"play/dissociate.el","D","0","0","1","0","0",""
"play/doctor.el","D","0","1","1","0","0",""
"play/dunnet.el","D","0","1","1","0","0",""
"play/fortune.el","D","0","1","1","0","0",""
"play/gamegrid.el","D","0","0","0","1","0",""
"play/gametree.el","C","0","1","0","0","0","outline"
"play/gomoku.el","D","0","1","1","0","0",""
"play/handwrite.el","D","0","0","1","0","0","ps-print"
"play/hanoi.el","D","0","0","1","0","0","cl-lib"
"play/life.el","D","0","0","1","0","0",""
"play/morse.el","D","0","0","1","0","0",""
"play/mpuz.el","D","1","1","1","0","0",""
"play/pong.el","D","0","1","1","0","0","cl-lib;gamegrid"
"play/snake.el","D","0","1","1","0","0","cl-lib;gamegrid"
"play/solitaire.el","D","0","1","1","0","0",""
"play/spook.el","D","0","0","1","0","0","cookie1"
"play/studly.el","D","0","0","1","0","0",""
"play/tetris.el","D","0","1","1","0","0","cl-lib;gamegrid"
"play/zone.el","D","0","0","1","0","0","life"
"plstore.el","D","0","1","1","0","0","epg"
"printing.el","D","0","1","1","0","0","lpr;printing;ps-print"
"proced.el","D","0","1","1","0","0",""
"profiler.el","D","0","1","1","0","0","cl-lib;help-fns"
"progmodes/antlr-mode.el","D","0","1","1","1","0","cc-mode;cl-lib;easymenu"
"progmodes/asm-mode.el","D","0","1","1","0","0",""
"progmodes/autoconf.el","D","0","1","1","0","0",""
"progmodes/bat-mode.el","D","0","0","1","0","0",""
"progmodes/bug-reference.el","D","0","1","1","0","0","thingatpt"
"progmodes/c-ts-common.el","C","0","1","0","0","0","rx;treesit"
"progmodes/c-ts-mode.el","D","0","1","1","0","0","c-ts-common;rx;treesit"
"progmodes/cc-align.el","A","0","0","0","0","0",""
"progmodes/cc-awk.el","C","0","1","0","0","0",""
"progmodes/cc-bytecomp.el","E","0","0","0","0","1",",cc-part;,feature"
"progmodes/cc-cmds.el","D","0","1","1","0","0","cc-subword;subword"
"progmodes/cc-defs.el","C","0","1","0","0","0","cl;font-lock"
"progmodes/cc-engine.el","D","1","1","1","0","0",""
"progmodes/cc-fonts.el","C","0","1","0","0","0",""
"progmodes/cc-guess.el","D","0","1","1","0","0",""
"progmodes/cc-langs.el","C","1","1","0","0","0","cc-langs"
"progmodes/cc-menus.el","A","0","0","0","0","0",""
"progmodes/cc-mode.el","D","1","1","1","1","0","cc-awk;cc-fonts;cc-mode;reporter"
"progmodes/cc-styles.el","D","0","0","1","0","0",""
"progmodes/cc-vars.el","D","0","1","1","0","0","custom;widget"
"progmodes/cfengine.el","D","0","1","1","0","0",""
"progmodes/cl-font-lock.el","D","0","1","1","0","0",""
"progmodes/cmacexp.el","D","0","0","1","0","0","cc-mode"
"progmodes/cmake-ts-mode.el","D","0","1","1","0","0","rx;treesit"
"progmodes/compile.el","D","0","1","1","0","0","cl-lib;comint;text-property-search;tool-bar"
"progmodes/cperl-mode.el","D","1","1","1","0","0","cl-lib;etags;facemenu;gud;imenu;info;man;ps-print;tmm"
"progmodes/cpp.el","D","0","1","1","0","0","pp"
"progmodes/csharp-mode.el","D","0","1","1","0","0","c-ts-common;cc-fonts;cc-langs;cc-mode;compile;rx;treesit"
"progmodes/cwarn.el","D","0","0","1","0","0","cc-mode"
"progmodes/dcl-mode.el","D","0","1","1","1","0","tempo"
"progmodes/dockerfile-ts-mode.el","D","0","0","1","0","0","rx;treesit"
"progmodes/ebnf-abn.el","A","0","0","0","0","0","ebnf-otz"
"progmodes/ebnf-bnf.el","B","1","0","0","0","0","ebnf-otz"
"progmodes/ebnf-dtd.el","C","1","1","0","0","0","ebnf-otz"
"progmodes/ebnf-ebx.el","B","1","0","0","0","0","ebnf-otz"
"progmodes/ebnf-iso.el","C","1","1","0","0","0","ebnf-otz"
"progmodes/ebnf-otz.el","A","0","0","0","0","0","ebnf2ps"
"progmodes/ebnf-yac.el","A","0","0","0","0","0","ebnf-otz"
"progmodes/ebnf2ps.el","D","1","1","1","0","0","cl-lib;ebnf2ps;ps-print"
"progmodes/ebrowse.el","D","0","1","1","0","0","cl-lib;ebuff-menu;helper;seq;view"
"progmodes/eglot.el","D","0","1","1","1","0","cl-lib;compat;compile;diff;diff-mode;ert;filenotify;imenu;json;json-mode;package;pcase;subr-x;text-property-search;track-changes;url-parse;url-util;warnings"
"progmodes/elisp-mode.el","E","1","1","1","1","1","bytecomp;cl-generic;cl-lib;edebug;find-func;lisp-mode;subr-x"
"progmodes/elixir-ts-mode.el","D","1","1","1","0","0","heex-ts-mode;rx;treesit"
"progmodes/erts-mode.el","D","0","1","1","0","0","cl-lib;ert"
"progmodes/etags-regen.el","D","0","1","1","0","0","cl-lib;dired"
"progmodes/etags.el","D","0","1","1","0","0","apropos;fileloop;ring;xref"
"progmodes/executable.el","D","0","0","1","0","0","compile"
"progmodes/f90.el","D","0","1","1","0","0",""
"progmodes/flymake-cc.el","D","0","1","1","0","0","cl-lib"
"progmodes/flymake-proc.el","C","0","1","0","0","0","cl-lib;compile;flymake"
"progmodes/flymake.el","D","1","1","1","1","0","cl-lib;compile;mwheel;project;subr-x;thingatpt;warnings"
"progmodes/fortran.el","D","1","1","1","0","0",""
